ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,own_telephone,foreign_worker,class
965,"A12",6.000000,"A32","A45",454.000000,"A61","A72",3,"A94","A101",1,"A122",22.000000,"A143","A152",1,"A172","A191","A201",1
966,"A12",30.000000,"A32","A43",1715.000000,"A65","A73",4,"A92","A101",1,"A123",26.000000,"A143","A152",1,"A173","A191","A201",1
967,"A12",27.000000,"A34","A43",2520.000000,"A63","A73",4,"A93","A101",2,"A122",23.000000,"A143","A152",2,"A172","A191","A201",2
968,"A14",15.000000,"A32","A43",3568.000000,"A61","A75",4,"A92","A101",2,"A123",54.000000,"A141","A151",1,"A174","A192","A201",1
969,"A14",42.000000,"A32","A43",7166.000000,"A65","A74",2,"A94","A101",4,"A122",29.000000,"A143","A151",1,"A173","A192","A201",1
970,"A11",11.000000,"A34","A40",3939.000000,"A61","A73",1,"A93","A101",2,"A121",40.000000,"A143","A152",2,"A172","A191","A201",1
971,"A12",15.000000,"A32","A45",1514.000000,"A62","A73",4,"A93","A103",2,"A121",22.000000,"A143","A152",1,"A173","A191","A201",1
972,"A14",24.000000,"A32","A40",7393.000000,"A61","A73",1,"A93","A101",4,"A122",43.000000,"A143","A152",1,"A172","A191","A201",1
973,"A11",24.000000,"A31","A40",1193.000000,"A61","A71",1,"A92","A102",4,"A124",29.000000,"A143","A151",2,"A171","A191","A201",2
974,"A11",42.000000,"A32","A49",7297.000000,"A61","A75",4,"A93","A102",4,"A124",36.000000,"A143","A151",1,"A173","A191","A201",2
975,"A14",30.000000,"A34","A43",2831.000000,"A61","A73",4,"A92","A101",2,"A123",33.000000,"A143","A152",1,"A173","A192","A201",1
976,"A13",24.000000,"A32","A43",1258.000000,"A63","A73",3,"A92","A101",3,"A123",57.000000,"A143","A152",1,"A172","A191","A201",1
977,"A12",6.000000,"A32","A43",753.000000,"A61","A73",2,"A92","A103",3,"A121",64.000000,"A143","A152",1,"A173","A191","A201",1
978,"A12",18.000000,"A33","A49",2427.000000,"A65","A75",4,"A93","A101",2,"A122",42.000000,"A143","A152",2,"A173","A191","A201",1
979,"A14",24.000000,"A33","A40",2538.000000,"A61","A75",4,"A93","A101",4,"A123",47.000000,"A143","A152",2,"A172","A191","A201",2
980,"A12",15.000000,"A31","A40",1264.000000,"A62","A73",2,"A94","A101",2,"A122",25.000000,"A143","A151",1,"A173","A191","A201",2
981,"A12",30.000000,"A34","A42",7883.750000,"A61","A74",2,"A93","A101",2,"A122",49.000000,"A143","A152",1,"A173","A191","A201",2
982,"A14",42.000000,"A32","A49",4844.000000,"A61","A71",3,"A93","A101",2,"A123",33.000000,"A141","A151",1,"A174","A192","A201",2
983,"A13",21.000000,"A32","A40",2923.000000,"A62","A73",1,"A92","A101",1,"A123",28.000000,"A141","A152",1,"A174","A192","A201",1
984,"A11",36.000000,"A32","A41",7883.750000,"A61","A73",2,"A93","A101",2,"A122",26.000000,"A143","A152",1,"A173","A191","A201",2
985,"A14",24.000000,"A34","A42",2028.000000,"A61","A74",2,"A93","A101",2,"A122",30.000000,"A143","A152",2,"A172","A191","A201",1
986,"A11",15.000000,"A34","A42",1433.000000,"A61","A73",4,"A92","A101",3,"A122",25.000000,"A143","A151",2,"A173","A191","A201",1
987,"A13",42.000000,"A30","A49",6289.000000,"A61","A72",2,"A91","A101",1,"A122",33.000000,"A143","A152",2,"A173","A191","A201",1
988,"A14",13.000000,"A32","A43",1409.000000,"A62","A71",2,"A92","A101",4,"A121",64.000000,"A143","A152",1,"A173","A191","A201",1
989,"A11",24.000000,"A32","A41",6579.000000,"A61","A71",4,"A93","A101",2,"A124",29.000000,"A143","A153",1,"A174","A192","A201",1
990,"A12",24.000000,"A34","A43",1743.000000,"A61","A75",4,"A93","A101",2,"A122",48.000000,"A143","A152",2,"A172","A191","A201",1
991,"A14",12.000000,"A34","A46",3565.000000,"A65","A72",2,"A93","A101",1,"A122",37.000000,"A143","A152",2,"A172","A191","A201",1
992,"A14",15.000000,"A31","A43",1569.000000,"A62","A75",4,"A93","A101",4,"A123",34.000000,"A141","A152",1,"A172","A191","A201",1
993,"A11",18.000000,"A32","A43",1936.000000,"A65","A74",2,"A94","A101",4,"A123",23.000000,"A143","A151",2,"A172","A191","A201",1
994,"A11",36.000000,"A32","A42",3959.000000,"A61","A71",4,"A93","A101",3,"A122",30.000000,"A143","A152",1,"A174","A192","A201",1
995,"A14",12.000000,"A32","A40",2390.000000,"A65","A75",4,"A93","A101",3,"A123",50.000000,"A143","A152",1,"A173","A192","A201",1
996,"A14",12.000000,"A32","A42",1736.000000,"A61","A74",3,"A92","A101",4,"A121",31.000000,"A143","A152",1,"A172","A191","A201",1
997,"A11",30.000000,"A32","A41",3857.000000,"A61","A73",4,"A91","A101",4,"A122",40.000000,"A143","A152",1,"A174","A192","A201",1
998,"A14",12.000000,"A32","A43",804.000000,"A61","A75",4,"A93","A101",4,"A123",38.000000,"A143","A152",1,"A173","A191","A201",1
999,"A11",42.000000,"A32","A43",1845.000000,"A61","A73",4,"A93","A101",4,"A124",23.000000,"A143","A153",1,"A173","A192","A201",2
1000,"A12",42.000000,"A34","A41",4576.000000,"A62","A71",3,"A93","A101",4,"A123",27.000000,"A143","A152",1,"A173","A191","A201",1
