StockCode,InvoiceNo
"21174",567458
"21174",540698
"21174",545690
"21174",560080
"21174",540179
"21174",569362
"21174",545062
"21174",550495
"21174",564172
"21174",557064
"21174",576090
"21174",558902
"21174",561192
"21174",567384
"21174",553002
"21174",553015
"21174",546542
"21174",554261
"21174",553833
"21174",572073
"21174",556845
"21174",543924
"21174",567183
"21174",541509
"21174",563444
"21174",547651
"21174",553901
"21174",537457
"21174",548860
"21174",561704
"21174",548188
"21174",569675
"21174",551171
"21174",566605
"21174",546922
"21174",573745
"21174",545688
"21174",552259
"21174",547656
"21174",550621
"21174",580939
"21174",565766
"21174",556197
"21174",562767
"21174",573579
"21174",561113
"21174",553351
"21174",555199
"21174",580997
"21174",580997
"21174",569343
"21174",552061
"21174",564052
"21174",556244
"21174",571502
"21174",566281
"21174",560579
"21174",545060
"21174",558113
"21174",551301
"21174",580399
"21174",579470
"21174",579098
"21174",552829
"21174",565857
"21174",563912
"21174",570342
"21174",544295
"21174",560035
"21175",566605
"21175",575206
"21175",543124
"21175",577749
"21175",540691
"21175",560080
"21175",553002
"21175",570442
"21175",550915
"21175",544040
"21175",544476
"21175",537446
"21175",560035
"21175",577747
"21175",542228
"21175",569257
"21175",559691
"21175",536381
"21175",571286
"21175",540504
"21175",579103
"21175",551527
"21175",538507
"21175",547656
"21175",549099
"21175",560716
"21175",553845
"21175",565857
"21175",540957
"21175",570703
"21175",560841
"21175",551650
"21175",537692
"21175",554129
"21175",570657
"21175",563444
"21175",580304
"21175",546739
"21175",559981
"21175",556731
"21175",547103
"21175",567799
"21175",543653
"21175",572073
"21175",581404
"21175",569255
"21175",546542
"21175",567890
"21175",548154
"21175",580997
"21175",574285
"21175",549667
"21175",561113
"21175",575637
"21175",553942
"21175",551440
"21175",545690
"21175",558613
"21175",565682
"21175",574293
"21175",578262
"21175",559674
"21175",559674
"21175",570342
"21175",556434
"21175",563031
"21175",553933
"21175",580723
"21175",567183
"21175",567384
"21175",548188
"21175",548533
"21175",552769
"21175",575837
"21175",547730
"21175",569037
"21175",573035
"21175",548860
"21175",567184
"21175",555587
"21175",567128
"21175",581164
"21175",548450
"21175",543924
"21175",569715
"21175",573287
"21175",573548
"21175",551833
"21175",540033
"21175",555650
"21175",558481
"21175",581452
"21175",551527
"21175",572746
"21175",571183
"21175",577038
"21175",579458
"21175",543478
"21175",558113
"21175",555736
"21175",575982
"21175",545587
"21175",548492
"21175",558877
"21175",579470
"21175",579673
"21175",567167
"21175",571236
"21175",558700
"21175",545999
"21175",580320
"21175",570650
"21175",565859
"21175",539570
"21175",544062
"21175",559364
"21175",565853
"21175",537256
"21175",574720
"21175",542780
"21175",545688
"21175",555815
"21175",573388
"21175",541977
"21175",541564
"21175",537365
"21175",568162
"21175",578420
"21175",580272
"21175",574915
"21175",546465
"21175",574700
"21175",580653
"21175",578793
"21175",550495
"21175",555289
"21175",557484
"21175",568727
"21175",538207
"21175",568323
"21175",580289
"21175",575169
"21175",547063
"21175",553524
"21175",553935
"21175",556721
"21175",573501
"21175",575087
"21175",543108
"21175",581476
"21175",563538
"21175",550015
"21175",567509
"21175",560447
"21175",565836
"21175",540179
"21175",547651
"21175",562841
"21175",580673
"21175",557064
"21175",565766
"21175",545035
"21175",550457
"21175",557217
"21175",571502
"21175",550662
"21175",573556
"21175",552051
"21175",560862
"21175",559141
"21175",545060
"21175",572545
"21175",565432
"21175",540350
"21175",570491
"21175",573347
"21175",579946
"21175",554999
"21175",568995
"21175",566281
"21175",577022
"21175",554261
"21175",562891
"21175",562449
"21175",579170
"21175",575668
"21175",568310
"21175",554682
"21175",556056
"21175",563183
"21175",555979
"21175",565846
"21175",546882
"21175",563638
"21175",562722
"21175",550957
"21175",575046
"21175",550621
"21175",575919
"21175",566219
"21175",566912
"21175",567818
"21175",562347
"21175",579558
"21175",554108
"21175",571737
"21175",563533
"21175",554108
"21175",554644
"21175",546986
"21175",544657
"21175",560742
"21175",540770
"21175",551717
"21175",540098
"21175",561473
"21175",549998
"21175",576249
"21175",540516
"21175",562205
"21175",563500
"21175",549196
"21175",577409
"21175",554598
"21175",541872
"21175",571284
"21175",540543
"21175",556727
"21175",546751
"21175",577539
"21175",573070
"21175",567458
"21175",575959
"21175",576090
"21175",574064
"21175",552466
"21175",559672
"21175",579692
"21175",557470
"21175",565665
"21175",552574
"21175",571745
"21175",553702
"21175",579283
"21175",550196
"21175",540268
"21175",541417
"21181",579126
"21181",567167
"21181",579832
"21181",566846
"21181",545690
"21181",545690
"21181",546381
"21181",551332
"21181",552273
"21181",581164
"21181",543626
"21181",540504
"21181",550957
"21181",538167
"21181",546212
"21181",538176
"21181",547097
"21181",547052
"21181",568668
"21181",538507
"21181",579505
"21181",548185
"21181",551650
"21181",553158
"21181",545888
"21181",573027
"21181",546751
"21181",579413
"21181",573338
"21181",547687
"21181",573338
"21181",541872
"21181",554598
"21181",549998
"21181",580559
"21181",569555
"21181",551717
"21181",580660
"21181",578938
"21181",550621
"21181",566708
"21181",543120
"21181",568325
"21181",565432
"21181",544295
"21181",548984
"21181",566213
"21181",580673
"21181",569652
"21181",542777
"21181",550015
"21181",551656
"21181",548450
"21181",543474
"21181",581472
"21181",568060
"21181",565857
"21181",541291
"21181",541977
"21181",541291
"21181",544169
"21181",572080
"21181",568727
"21181",580289
"21181",546422
"21181",580653
"21181",581452
"21181",580289
"21181",546555
"21181",537674
"21181",580321
"21181",539642
"21181",579470
"21181",570353
"21181",551811
"21181",539570
"21181",570245
"21181",579673
"21181",571237
"21181",542780
"21181",537365
"21181",551301
"21181",579558
"21181",538077
"21181",568323
"21181",581476
"21181",541847
"21181",545035
"21181",550662
"21181",548718
"21181",540350
"21181",550468
"21181",545060
"21181",545904
"21181",566295
"21181",571502
"21181",565579
"21181",549238
"21181",539455
"21181",536562
"21181",568495
"21181",545447
"21181",566912
"21181",551726
"21181",544657
"21181",566219
"21181",567890
"21181",576090
"21181",579170
"21181",580141
"21181",573070
"21181",553702
"21181",565476
"21181",572935
"21181",550915
"21181",571442
"21181",540691
"21181",567162
"21181",579692
"21181",547896
"21181",552058
"21181",567384
"21181",546556
"21181",540242
"21181",579350
"21181",579980
"21181",553002
"21181",549321
"21181",565589
"21181",581334
"21181",546542
"21181",579249
"21181",552236
"21181",566397
"21181",573035
"21181",569037
"21181",567128
"21181",571183
"21181",545587
"21181",552322
"21181",549903
"21181",580902
"21181",542785
"21181",572545
"21181",568995
"21181",541564
"21181",542006
"21181",544308
"21181",538255
"21181",565492
"21181",572447
"21181",566397
"21181",546986
"21181",580595
"21181",569257
"21181",572073
"21181",543251
"21181",569255
"21181",573263
"21181",552550
"21181",549681
"21181",570492
"21181",551809
"21181",570703
"21181",547103
"21181",568162
"21181",541509
"21181",571183
"21181",567183
"21181",536634
"21181",560080
"21181",543924
"21181",547730
"21181",581215
"21181",565800
"21181",566866
"21181",579150
"21181",544177
"21181",568187
"21181",537692
"21181",552051
"21181",580128
"21181",547651
"21181",548860
"21181",566245
"21181",579439
"21181",551351
"21181",566717
"21181",544040
"21181",540453
"21181",547656
"21181",541511
"21181",571284
"21181",543653
"21181",540098
"21181",569691
"21181",580543
"21181",580997
"21181",573420
"21181",541302
"21181",569110
"21181",580776
"21181",565859
"21181",537312
"21181",538009
"21181",541279
"21181",552450
"21181",539293
"21181",547063
"21181",548188
"21181",579147
"21181",581003
"21181",548529
"21181",550196
"21181",581181
"21181",581006
"21181",553219
"21181",540033
"21181",538353
"21181",568564
"21181",551171
"21181",540531
"21181",551527
"21181",570115
"21181",565682
"21181",567799
"21181",581174
"21181",544330
"21181",581404
"21181",539196
"21181",549099
"21181",580712
"21181",567148
"21181",543367
"21181",566605
"21181",566043
"21181",565901
"21181",539322
"21181",544476
"21181",569142
"21181",581425
"21210",563951
"21210",567296
"21210",579634
"21210",570388
"21210",556876
"21210",580727
"21210",580675
"21210",556463
"21210",581410
"21210",573151
"21210",572885
"21210",544811
"21210",563262
"21210",581196
"21210",557214
"21210",544480
"21210",578547
"21210",577613
"21210",562282
"21210",540359
"21210",537765
"21210",556184
"21210",559300
"21210",558902
"21210",564534
"21210",570964
"21210",562587
"21210",565781
"21210",573347
"21210",574093
"21210",541206
"21210",544672
"21210",569653
"21210",540162
"21210",557897
"21210",540998
"21210",567378
"21210",562276
"21210",539338
"21210",579196
"21210",542862
"21210",536634
"21210",545707
"21210",540532
"21210",569025
"21210",545188
"21210",561906
"21210",546732
"21210",544037
"21210",567898
"21210",545515
"21210",545582
"21210",538174
"21210",546830
"21210",581433
"21210",536769
"21210",547060
"21210",545377
"21210",575725
"21210",548511
"21210",579283
"21210",567970
"21210",538171
"21210",566193
"21210",538839
"21210",541552
"21210",561529
"21210",577098
"21210",579558
"21210",543977
"21210",556240
"21210",579103
"21210",547381
"21210",557503
"21210",574700
"21210",557067
"21210",569867
"21210",564471
"21210",543009
"21210",575087
"21210",571318
"21210",538641
"21210",557900
"21210",575087
"21210",542709
"21210",575607
"21210",541429
"21210",566230
"21210",547921
"21210",540014
"21210",556202
"21210",543828
"21210",571441
"21210",558069
"21210",572669
"21210",541849
"21210",570167
"21210",577748
"21210",576906
"21210",566433
"21210",573152
"21210",538051
"21210",574069
"21210",544112
"21210",579399
"21210",576861
"21210",560504
"21210",557850
"21210",563543
"21210",581426
"21210",560977
"21210",566494
"21210",538799
"21210",546731
"21210",558873
"21210",567184
"21210",537829
"21210",540568
"21210",536947
"21210",578270
"21210",567552
"21210",541972
"21210",541293
"21210",542713
"21210",547508
"21212",540957
"21212",557484
"21212",564256
"21212",537692
"21212",569234
"21212",580632
"21212",548210
"21212",538799
"21212",580632
"21212",573152
"21212",552883
"21212",544476
"21212",537126
"21212",545913
"21212",576099
"21212",559672
"21212",556257
"21212",553351
"21212",553156
"21212",536946
"21212",536947
"21212",573576
"21212",536769
"21212",561529
"21212",558532
"21212",549543
"21212",571183
"21212",559733
"21212",578270
"21212",573876
"21212",570108
"21212",574684
"21212",556484
"21212",552051
"21212",569867
"21212",580316
"21212",538353
"21212",545080
"21212",578834
"21212",577687
"21212",570388
"21212",557287
"21212",554349
"21212",554134
"21212",581425
"21212",560094
"21212",579634
"21212",554325
"21212",571658
"21212",581006
"21212",558099
"21212",553713
"21212",576629
"21212",548698
"21212",552061
"21212",563550
"21212",553158
"21212",542888
"21212",545545
"21212",564972
"21212",544800
"21212",574311
"21212",543251
"21212",563560
"21212",549681
"21212",550673
"21212",567610
"21212",546028
"21212",543814
"21212",538991
"21212",538641
"21212",547063
"21212",572552
"21212",576779
"21212",539722
"21212",553832
"21212",579283
"21212",562670
"21212",537819
"21212",541596
"21212",547962
"21212",554098
"21212",542227
"21212",580727
"21212",563098
"21212",548533
"21212",546486
"21212",551247
"21212",541847
"21212",581146
"21212",556845
"21212",566913
"21212",573151
"21212",574029
"21212",573326
"21212",556732
"21212",558873
"21212",541972
"21212",564034
"21212",581196
"21212",546429
"21212",553347
"21212",562587
"21212",546429
"21212",579558
"21212",570818
"21212",556671
"21212",545023
"21212",547066
"21212",552333
"21212",559807
"21212",557136
"21212",580753
"21212",566873
"21212",546739
"21212",537674
"21212",576339
"21212",551811
"21212",561906
"21212",562381
"21212",579170
"21212",537683
"21212",570409
"21212",548737
"21212",567145
"21212",537829
"21212",563169
"21212",570167
"21212",557896
"21212",547504
"21212",570116
"21212",545235
"21212",557892
"21212",576249
"21212",552315
"21212",554392
"21212",554160
"21212",560820
"21212",548792
"21212",548792
"21212",552852
"21212",553142
"21212",564565
"21212",538191
"21212",541134
"21212",554362
"21212",541488
"21212",566194
"21212",542862
"21212",568346
"21212",569900
"21212",576657
"21212",550890
"21212",566193
"21212",542626
"21212",563248
"21212",559797
"21212",536783
"21212",576381
"21212",537618
"21212",576857
"21212",538168
"21212",544037
"21212",536637
"21212",564725
"21212",571441
"21212",536784
"21212",548154
"21212",575607
"21212",553006
"21212",562841
"21212",580320
"21212",570964
"21212",569140
"21212",547689
"21212",551893
"21212",577613
"21212",536620
"21212",561798
"21212",574680
"21212",564572
"21212",560716
"21212",536378
"21212",555858
"21212",564976
"21212",547987
"21212",544638
"21212",540906
"21212",536732
"21212",547687
"21212",578846
"21212",561870
"21212",576864
"21212",576864
"21212",546555
"21212",569238
"21212",545188
"21212",576051
"21212",572541
"21212",550662
"21212",555289
"21212",574025
"21212",579910
"21212",540768
"21212",573873
"21212",541206
"21212",557263
"21212",566219
"21212",572669
"21212",551885
"21212",553686
"21212",566016
"21212",570420
"21212",539731
"21212",555545
"21212",537227
"21212",557956
"21212",560300
"21212",570256
"21212",580879
"21212",540350
"21212",572294
"21212",546530
"21212",545060
"21212",565857
"21212",539338
"21212",571318
"21212",560239
"21212",562276
"21212",578262
"21212",566912
"21212",578262
"21212",565579
"21212",578262
"21212",550957
"21212",555570
"21212",574092
"21212",567290
"21212",563680
"21212",561471
"21212",544940
"21212",541570
"21212",574056
"21212",548521
"21212",566230
"21212",551507
"21212",543099
"21212",550304
"21212",568703
"21212",570514
"21212",579555
"21212",577475
"21212",554118
"21212",565092
"21212",564650
"21212",553935
"21212",565967
"21212",569383
"21212",548011
"21212",580221
"21212",570488
"21212",563745
"21212",572569
"21212",561247
"21212",545447
"21212",540992
"21212",540994
"21212",563733
"21212",540098
"21212",544672
"21212",556876
"21212",555949
"21212",571559
"21212",538354
"21212",563924
"21212",562345
"21212",544651
"21212",536624
"21212",565235
"21212",539016
"21212",547794
"21212",552038
"21212",552372
"21212",541216
"21212",551398
"21212",573263
"21212",548337
"21212",547789
"21212",540015
"21212",545582
"21212",539593
"21212",553220
"21212",569403
"21212",546522
"21212",577850
"21212",577141
"21212",566195
"21212",579144
"21212",536532
"21212",565475
"21212",558868
"21212",549102
"21212",553923
"21212",537868
"21212",566600
"21212",561192
"21212",545349
"21212",557217
"21212",552039
"21212",574328
"21212",550493
"21212",553577
"21212",538076
"21212",547209
"21212",567656
"21212",574093
"21212",547656
"21212",542709
"21212",537629
"21212",572127
